row_index,prediction,raw_output,ground_truth,n_fewshot_examples,model_name,few_shot_k,n_examples_requested,run_timestamp_utc,leakage_guard_enabled,reference_source
751,3963.15,3963.15,5600.15,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
753,1270.4,1270.4 + 20.25 * 0 = 1,,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
763,3886.45,3886.45,4758.8,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
769,4195.2,4195.2,1175.6,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
775,3819.65,3819.65,8065.65,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
776,2419.1,2419.1,92.5,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
786,3869.6,3869.6,3983.6,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
790,3598.5,3598.5,3590.2,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
791,3984.72,3984.72,5023.0,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
808,3249.9,3249.9,4113.1,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
811,4280.0,4280.0,7250.15,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
818,3523.2,3523.2,2317.1,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
820,3730.7,3730.7,6751.35,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
828,4529.65,4529.65,5453.4,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
833,2944.425,2944.425,3340.55,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
836,3828.2,3828.2,4487.3,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
841,3830,3830,7589.8,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
845,3106.65,3106.65,295.95,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
856,3486.15,3486.15,6309.65,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
861,4002.8,4002.8,5822.3,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
870,3666.4,3666.4,7015.9,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
876,3826.15,3826.15,1582.75,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
897,3383.65,3383.65,5682.25,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
911,2835.0,2835.0,1288.3,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
918,2093.14,2093.14,2193.0,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
10,628.45,628.45,587.45,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
12,5800.7,5800.7,5681.1,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
35,6998.81,6998.81,7251.7,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
41,4785.6,4785.6,4872.35,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
54,4514.6,4514.6,4456.35,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
55,1789.41,1789.41,1752.55,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
75,6336.4,6336.4,6139.5,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
87,988.4,988.4,1057.0,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
96,4818.65,4818.65,4748.7,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
103,2986.3,2986.3,3027.25,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
120,5668.2,5668.2,5515.45,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
121,134.2,134.2,112.75,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
144,1689.45,1689.45,1756.2,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
148,2034.0,2034.0,1929.95,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
157,443.8,443.8,419.9,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
158,3088.8,3088.8,1024.0,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
173,5244.65,5244.65,5000.2,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
205,2668.85,2668.85,2684.85,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
209,6689.44,6689.44,6654.1,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
217,3939.36,3939.36,3789.2,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
247,2016.6,2016.6,1074.3,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
256,7066.1,7066.1,7008.15,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
257,5727.75,5727.75,5791.1,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
263,1288.35,1288.35,1520.1,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
265,4988.81,4988.81,5526.75,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
290,6188.48,6188.48,1712.7,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
292,2088.12,2088.12,1940.8,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
297,3592.4,3592.4,3437.5,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
303,4290.4,4290.4,4109.0,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
307,2416.35,2416.35,2054.4,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
316,1408.1,1408.1,1355.1,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
317,3288.4,3288.4,3058.65,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
323,437.44,437.44,422.3,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
324,4354.15,4354.15,4176.7,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
349,6182.8,6182.8,6430.9,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
350,2418.56,2418.56,2278.75,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
354,900.99,900.99,840.1,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
368,7048.85,7048.85,6962.85,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
370,682.18,682.18,690.25,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
373,5602.63,5602.63,5608.4,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
384,5548.88,5548.88,5067.45,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
393,388.11,388.11,367.55,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
398,1789.18,1789.18,1803.7,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
399,461.55,461.55,415.1,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
411,1130.4,1130.4,1066.15,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
416,6884.6,6884.6,6858.9,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
417,1026.4,1026.4,1024.7,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
436,7514.45,7514.45,720.05,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
454,1548.4,1548.4,1417.9,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
467,6418.86,6418.86,6588.95,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
476,2684.15,2684.15,2747.2,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
481,2234.84,2234.84,2145.0,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
488,0,0,,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
518,2038.4,2038.4,1929.35,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
568,3566.5,3566.5,3527.6,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
589,6326.4,6326.4,6668.05,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
599,1308.00,1308.00,1414.45,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
602,4888.8,4888.8,4859.25,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
603,5244.14,5244.14,4903.2,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
620,345.5,345.5,362.6,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
634,2293.3,2293.3,2236.2,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
636,3167.8555,3167.8555,3109.9,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
643,4548.65,4548.65,4287.2,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
667,1538.18,1538.18,1453.1,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
669,4666.6,4666.6,4039.3,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
673,538.44,538.44,493.4,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
683,4158.5,4158.5,4188.4,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
705,7465.55,7465.55,2015.35,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
714,1797.1,1797.1,1710.9,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
719,5490.8,5490.8,5589.3,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
721,1221.65,1221.65,1305.95,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
734,2499.65,2499.65,2423.4,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
743,1446.01,1446.01,1551.6,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
745,8387.2,8387.2,7882.25,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
749,5856.15,5856.15,5817.0,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
751,5609.4,5609.4,5600.15,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
753,0,0,,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
763,4818.4,4818.4,4758.8,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
769,1108.8,1108.8,1175.6,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
775,8308.4,8308.4,8065.65,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
776,121.9,121.9,92.5,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
786,4048.66,4048.66,3983.6,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
790,3593.65,3593.65,3590.2,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
791,5326.4,5326.4,5023.0,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
808,4013.7,4013.7,4113.1,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
811,7396.00,7396.00,7250.15,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
818,2433.2,2433.2,2317.1,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
820,6244.85,6244.85,6751.35,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
828,5583.5,5583.5,5453.4,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
833,3408.64,3408.64,3340.55,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
836,4504.8,4504.8,4487.3,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
841,7800,7800,7589.8,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
845,310.325,310.325,295.95,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
856,5732.6,5732.6,6309.65,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
861,6148.32,6148.32,5822.3,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
870,7085.76,7085.76,7015.9,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
876,1631.65,1631.65,1582.75,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
897,5783.65,5783.65,5682.25,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
911,1425.00,1425.00,1288.3,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
918,2174.4,2174.4,2193.0,2,mistralai/Mistral-7B-Instruct-v0.3,2,100,2026-04-14T14:35:16.406897+00:00,True,df_missing_observed_rows
